Fips,Location,Drug Type,TimeFrame,Data Type,Data,MOE
50,Vermont,All opioids,2014,"Rate per 100,000",10.97123,2.7707525594
50,Vermont,All opioids,2015,"Rate per 100,000",13.40243,3.0385466224400002
50,Vermont,All opioids,2016,"Rate per 100,000",18.42481,3.6912480158399998
50,Vermont,All opioids,2017,"Rate per 100,000",19.99713,3.79064463932
50,Vermont,All opioids,2018,"Rate per 100,000",22.77391,4.0627721878799994
50,Vermont,All opioids,2019,"Rate per 100,000",20.71897,3.8962518030799997
50,Vermont,All opioids,2020,"Rate per 100,000",27.42591,4.4002420302399994
50,Vermont,All opioids,2021,"Rate per 100,000",37.40703,5.0843904554799995
50,Vermont,All opioids,2022,"Rate per 100,000",40.94284,5.3138730237600003
50,Vermont,All opioids,2023,"Rate per 100,000",38.17928,5.0673042181999994
54,West Virginia,All opioids,1999,"Rate per 100,000",1.82342,0.6235146708
54,West Virginia,All opioids,2000,"Rate per 100,000",2.81527,0.78292062407999996
54,West Virginia,All opioids,2001,"Rate per 100,000",7.86514,1.31951146068
54,West Virginia,All opioids,2002,"Rate per 100,000",10.07068,1.4887467022400001
54,West Virginia,All opioids,2003,"Rate per 100,000",11.238,1.5964336749199999
54,West Virginia,All opioids,2004,"Rate per 100,000",14.23911,1.77863806204
54,West Virginia,All opioids,2005,"Rate per 100,000",8.18237,1.3655523310800002
54,West Virginia,All opioids,2006,"Rate per 100,000",16.14658,1.8957237364799999
54,West Virginia,All opioids,2007,"Rate per 100,000",18.97951,2.06664795904
54,West Virginia,All opioids,2008,"Rate per 100,000",21.04211,2.1735537443199999
54,West Virginia,All opioids,2009,"Rate per 100,000",10.28868,1.511189253
54,West Virginia,All opioids,2010,"Rate per 100,000",25.64464,2.4108136514000003
54,West Virginia,All opioids,2011,"Rate per 100,000",31.5044,2.6838036391600002
54,West Virginia,All opioids,2012,"Rate per 100,000",27.08821,2.5054623042399999
54,West Virginia,All opioids,2013,"Rate per 100,000",27.93704,2.5270893166399997
54,West Virginia,All opioids,2014,"Rate per 100,000",31.6091,2.6936223826400001
54,West Virginia,All opioids,2015,"Rate per 100,000",36.02344,2.8882481580400001
54,West Virginia,All opioids,2016,"Rate per 100,000",43.41488,3.2164545327600003
54,West Virginia,All opioids,2017,"Rate per 100,000",49.60242,3.4569963814399998
54,West Virginia,All opioids,2018,"Rate per 100,000",42.36856,3.2109294083999997
54,West Virginia,All opioids,2019,"Rate per 100,000",41.39101,3.2028016353200002
54,West Virginia,All opioids,2020,"Rate per 100,000",69.96518,4.1870503214399992
54,West Virginia,All opioids,2021,"Rate per 100,000",77.24945,4.3879664424399998
54,West Virginia,All opioids,2022,"Rate per 100,000",70.5388,4.2027882512000003
54,West Virginia,All opioids,2023,"Rate per 100,000",71.63828,4.2028475117999999
01,Alabama,All opioids,1999,"Rate per 100,000",0.8346,0.26941783876000003
01,Alabama,All opioids,2000,"Rate per 100,000",0.98993,0.29622604648
01,Alabama,All opioids,2001,"Rate per 100,000",1.29709,0.33722312148
01,Alabama,All opioids,2002,"Rate per 100,000",1.61198,0.37602254843999999
01,Alabama,All opioids,2003,"Rate per 100,000",1.10769,0.31158779539999998
01,Alabama,All opioids,2004,"Rate per 100,000",1.847,0.39912585243999998
01,Alabama,All opioids,2005,"Rate per 100,000",1.75091,0.38509304035999997
01,Alabama,All opioids,2006,"Rate per 100,000",2.70266,0.47898082316000001
01,Alabama,All opioids,2007,"Rate per 100,000",3.59468,0.55258793715999999
01,Alabama,All opioids,2008,"Rate per 100,000",4.11182,0.59738879592000005
01,Alabama,All opioids,2009,"Rate per 100,000",4.4807,0.61829258596000003
01,Alabama,All opioids,2010,"Rate per 100,000",4.05494,0.58674348712000002
01,Alabama,All opioids,2011,"Rate per 100,000",3.76866,0.56355200663999994
01,Alabama,All opioids,2012,"Rate per 100,000",3.6097,0.55890983876
01,Alabama,All opioids,2013,"Rate per 100,000",3.51166,0.54267027247999999
01,Alabama,All opioids,2014,"Rate per 100,000",5.63612,0.68478392191999993
01,Alabama,All opioids,2015,"Rate per 100,000",6.13273,0.72746076788000003
01,Alabama,All opioids,2016,"Rate per 100,000",7.48004,0.80730273007999998
01,Alabama,All opioids,2017,"Rate per 100,000",9.04533,0.88147151735999996
01,Alabama,All opioids,2018,"Rate per 100,000",8.27228,0.85046981907999997
01,Alabama,All opioids,2019,"Rate per 100,000",8.91095,0.87666280827999998
01,Alabama,All opioids,2020,"Rate per 100,000",13.32606,1.08001160288
01,Alabama,All opioids,2021,"Rate per 100,000",21.1965,1.3518268548400001
01,Alabama,All opioids,2022,"Rate per 100,000",23.35099,1.4093827879599998
01,Alabama,All opioids,2023,"Rate per 100,000",25.73728,1.4821373607599999
02,Alaska,All opioids,1999,"Rate per 100,000",3.99255,1.5145317625199999
02,Alaska,All opioids,2000,"Rate per 100,000",4.00335,1.5168844994799999
02,Alaska,All opioids,2001,"Rate per 100,000",N/A,N/A
02,Alaska,All opioids,2002,"Rate per 100,000",N/A,N/A
02,Alaska,All opioids,2003,"Rate per 100,000",N/A,N/A
02,Alaska,All opioids,2004,"Rate per 100,000",N/A,N/A
02,Alaska,All opioids,2005,"Rate per 100,000",N/A,N/A
02,Alaska,All opioids,2006,"Rate per 100,000",4.10747,1.5192180656800001
02,Alaska,All opioids,2007,"Rate per 100,000",N/A,N/A
02,Alaska,All opioids,2008,"Rate per 100,000",12.49353,2.6677567389200001
02,Alaska,All opioids,2009,"Rate per 100,000",12.4654,2.6410701472400002
02,Alaska,All opioids,2010,"Rate per 100,000",8.74332,2.23274847852
02,Alaska,All opioids,2011,"Rate per 100,000",8.7183,2.1422427443199998
02,Alaska,All opioids,2012,"Rate per 100,000",10.8243,2.4303604589599996
02,Alaska,All opioids,2013,"Rate per 100,000",9.24204,2.2566320055999998
02,Alaska,All opioids,2014,"Rate per 100,000",10.55206,2.4455932536000002
02,Alaska,All opioids,2015,"Rate per 100,000",11.03425,2.3821623459200003
02,Alaska,All opioids,2016,"Rate per 100,000",12.50671,2.5869088263200002
02,Alaska,All opioids,2017,"Rate per 100,000",13.87398,2.7612163656000002
02,Alaska,All opioids,2018,"Rate per 100,000",8.76727,2.1389248249599997
02,Alaska,All opioids,2019,"Rate per 100,000",10.86494,2.3914892489600001
02,Alaska,All opioids,2020,"Rate per 100,000",15.24942,2.88034539492
02,Alaska,All opioids,2021,"Rate per 100,000",27.58746,3.8720975902000001
02,Alaska,All opioids,2022,"Rate per 100,000",25.07515,3.6436905719199997
02,Alaska,All opioids,2023,"Rate per 100,000",40.07675,4.6740918523600001
04,Arizona,All opioids,1999,"Rate per 100,000",4.73266,0.61588407132
04,Arizona,All opioids,2000,"Rate per 100,000",4.83712,0.61976879131999996
04,Arizona,All opioids,2001,"Rate per 100,000",5.24489,0.63376982199999998
04,Arizona,All opioids,2002,"Rate per 100,000",6.17917,0.68186136003999998
04,Arizona,All opioids,2003,"Rate per 100,000",6.44398,0.68708755107999997
04,Arizona,All opioids,2004,"Rate per 100,000",6.33791,0.67334141644000001
04,Arizona,All opioids,2005,"Rate per 100,000",6.64267,0.67631752356000008
04,Arizona,All opioids,2006,"Rate per 100,000",7.80235,0.72000905368000001
04,Arizona,All opioids,2007,"Rate per 100,000",7.7433,0.71138370324
04,Arizona,All opioids,2008,"Rate per 100,000",8.10158,0.72013714947999996
04,Arizona,All opioids,2009,"Rate per 100,000",9.76202,0.78421211120000001
04,Arizona,All opioids,2010,"Rate per 100,000",9.92618,0.78589807379999999
04,Arizona,All opioids,2011,"Rate per 100,000",8.78158,0.73565890299999992
04,Arizona,All opioids,2012,"Rate per 100,000",8.2305,0.71344950012000008
04,Arizona,All opioids,2013,"Rate per 100,000",8.17915,0.70832925099999999
04,Arizona,All opioids,2014,"Rate per 100,000",8.78539,0.72261115947999999
04,Arizona,All opioids,2015,"Rate per 100,000",10.17299,0.78351010387999998
04,Arizona,All opioids,2016,"Rate per 100,000",11.35892,0.81817571444000003
04,Arizona,All opioids,2017,"Rate per 100,000",13.47937,0.88545624635999998
04,Arizona,All opioids,2018,"Rate per 100,000",15.92448,0.95670006488000003
04,Arizona,All opioids,2019,"Rate per 100,000",18.41534,1.0241743721999998
04,Arizona,All opioids,2020,"Rate per 100,000",26.77188,1.2282885722799999
04,Arizona,All opioids,2021,"Rate per 100,000",28.81072,1.2840008314
04,Arizona,All opioids,2022,"Rate per 100,000",27.44343,1.2471726705200001
04,Arizona,All opioids,2023,"Rate per 100,000",27.28226,1.2356801066399998
05,Arkansas,All opioids,1999,"Rate per 100,000",1.11129,0.41217634780000001
05,Arkansas,All opioids,2000,"Rate per 100,000",0.77682,0.34100227979999997
05,Arkansas,All opioids,2001,"Rate per 100,000",1.14869,0.41214191452000004
05,Arkansas,All opioids,2002,"Rate per 100,000",3.53162,0.73146158455999999
05,Arkansas,All opioids,2003,"Rate per 100,000",3.40895,0.71078919015999997
05,Arkansas,All opioids,2004,"Rate per 100,000",4.80565,0.84004452811999997
05,Arkansas,All opioids,2005,"Rate per 100,000",4.6226,0.82114172559999998
05,Arkansas,All opioids,2006,"Rate per 100,000",5.1167,0.85378666827999994
05,Arkansas,All opioids,2007,"Rate per 100,000",5.35728,0.86974606039999991
05,Arkansas,All opioids,2008,"Rate per 100,000",7.24163,1.0195262027999998
05,Arkansas,All opioids,2009,"Rate per 100,000",7.22855,1.0094212816800001
05,Arkansas,All opioids,2010,"Rate per 100,000",6.79277,0.98103472711999995
05,Arkansas,All opioids,2011,"Rate per 100,000",6.16005,0.93955764027999999
05,Arkansas,All opioids,2012,"Rate per 100,000",5.97009,0.91479668392000002
05,Arkansas,All opioids,2013,"Rate per 100,000",5.60622,0.87822780163999992
05,Arkansas,All opioids,2014,"Rate per 100,000",6.25807,0.94763134675999994
05,Arkansas,All opioids,2015,"Rate per 100,000",7.2348,1.01437675752
05,Arkansas,All opioids,2016,"Rate per 100,000",5.92351,0.91242135404000002
05,Arkansas,All opioids,2017,"Rate per 100,000",6.48878,0.94577629887999992
05,Arkansas,All opioids,2018,"Rate per 100,000",7.39492,1.02355093148
05,Arkansas,All opioids,2019,"Rate per 100,000",6.99426,0.99270123511999997
05,Arkansas,All opioids,2020,"Rate per 100,000",9.94251,1.1808886084799999
05,Arkansas,All opioids,2021,"Rate per 100,000",13.7373,1.3917105087199999
05,Arkansas,All opioids,2022,"Rate per 100,000",13.78278,1.3955116680399999
05,Arkansas,All opioids,2023,"Rate per 100,000",10.93027,1.2300252302800001
19,Iowa,All opioids,1999,"Rate per 100,000",N/A,N/A
19,Iowa,All opioids,2000,"Rate per 100,000",N/A,N/A
19,Iowa,All opioids,2001,"Rate per 100,000",0.92506,0.34996317048000003
19,Iowa,All opioids,2002,"Rate per 100,000",1.27667,0.41334081908000003
19,Iowa,All opioids,2003,"Rate per 100,000",1.37892,0.44035755120000003
19,Iowa,All opioids,2004,"Rate per 100,000",2.14628,0.54201342159999999
19,Iowa,All opioids,2005,"Rate per 100,000",2.38662,0.57563094960000005
19,Iowa,All opioids,2006,"Rate per 100,000",3.26962,0.67181968027999994
19,Iowa,All opioids,2007,"Rate per 100,000",3.62932,0.69550349119999999
19,Iowa,All opioids,2008,"Rate per 100,000",4.4165,0.78046102791999994
19,Iowa,All opioids,2009,"Rate per 100,000",4.93805,0.82927778752000003
19,Iowa,All opioids,2010,"Rate per 100,000",5.1266,0.84293885816000003
19,Iowa,All opioids,2011,"Rate per 100,000",5.89256,0.89945480548000001
19,Iowa,All opioids,2012,"Rate per 100,000",5.87682,0.90154322075999993
19,Iowa,All opioids,2013,"Rate per 100,000",6.09162,0.91543736871999992
19,Iowa,All opioids,2014,"Rate per 100,000",5.29425,0.84609742756000006
19,Iowa,All opioids,2015,"Rate per 100,000",5.78924,0.89211019156000004
19,Iowa,All opioids,2016,"Rate per 100,000",6.23208,0.92184488900000006
19,Iowa,All opioids,2017,"Rate per 100,000",6.92006,0.9662314998
19,Iowa,All opioids,2018,"Rate per 100,000",4.83589,0.8089130954799999
19,Iowa,All opioids,2019,"Rate per 100,000",5.36521,0.84940496087999995
19,Iowa,All opioids,2020,"Rate per 100,000",7.63896,1.0174285010399999
19,Iowa,All opioids,2021,"Rate per 100,000",8.60777,1.0675245075599999
19,Iowa,All opioids,2022,"Rate per 100,000",7.92216,1.0283205248399998
19,Iowa,All opioids,2023,"Rate per 100,000",8.41876,1.0581428558400001
39,Ohio,All opioids,1999,"Rate per 100,000",1.46702,0.22483970264
39,Ohio,All opioids,2000,"Rate per 100,000",2.21912,0.27520233580000003
39,Ohio,All opioids,2001,"Rate per 100,000",2.96991,0.31787735895999997
39,Ohio,All opioids,2002,"Rate per 100,000",3.73398,0.3575058424
39,Ohio,All opioids,2003,"Rate per 100,000",3.20668,0.33002841620000001
39,Ohio,All opioids,2004,"Rate per 100,000",4.50373,0.39068829155999996
39,Ohio,All opioids,2005,"Rate per 100,000",4.9298,0.41066133835999996
39,Ohio,All opioids,2006,"Rate per 100,000",5.62256,0.44096877915999999
39,Ohio,All opioids,2007,"Rate per 100,000",6.17057,0.45991669108
39,Ohio,All opioids,2008,"Rate per 100,000",7.20497,0.50078757736000001
39,Ohio,All opioids,2009,"Rate per 100,000",5.90443,0.45545640139999999
39,Ohio,All opioids,2010,"Rate per 100,000",9.97469,0.59258793076000005
39,Ohio,All opioids,2011,"Rate per 100,000",11.23318,0.62854991471999999
39,Ohio,All opioids,2012,"Rate per 100,000",12.25899,0.66455820956
39,Ohio,All opioids,2013,"Rate per 100,000",14.60253,0.72279785143999997
39,Ohio,All opioids,2014,"Rate per 100,000",19.06504,0.83162288831999998
39,Ohio,All opioids,2015,"Rate per 100,000",24.6584,0.95030575303999998
39,Ohio,All opioids,2016,"Rate per 100,000",32.94451,1.0986208816799998
39,Ohio,All opioids,2017,"Rate per 100,000",39.22012,1.2005700562800001
39,Ohio,All opioids,2018,"Rate per 100,000",29.61342,1.0447172497999999
39,Ohio,All opioids,2019,"Rate per 100,000",31.46414,1.0757924559199998
39,Ohio,All opioids,2020,"Rate per 100,000",40.13497,1.2153907021200001
39,Ohio,All opioids,2021,"Rate per 100,000",40.11089,1.20551828012
39,Ohio,All opioids,2022,"Rate per 100,000",37.9681,1.17105552956
39,Ohio,All opioids,2023,"Rate per 100,000",33.99572,1.1058491049200001
50,Vermont,All opioids,1999,"Rate per 100,000",N/A,N/A
50,Vermont,All opioids,2000,"Rate per 100,000",3.55064,1.4892963234799999
50,Vermont,All opioids,2001,"Rate per 100,000",5.02453,1.77828864892
50,Vermont,All opioids,2002,"Rate per 100,000",5.79163,1.9016413841599999
50,Vermont,All opioids,2003,"Rate per 100,000",7.22186,2.1305228537600001
50,Vermont,All opioids,2004,"Rate per 100,000",6.08417,1.9867915967199998
50,Vermont,All opioids,2005,"Rate per 100,000",6.11665,2.0031971162
50,Vermont,All opioids,2006,"Rate per 100,000",9.38295,2.4745980313600002
50,Vermont,All opioids,2007,"Rate per 100,000",8.75785,2.4205432795599999
50,Vermont,All opioids,2008,"Rate per 100,000",8.585,2.2895303664799997
50,Vermont,All opioids,2009,"Rate per 100,000",6.04248,1.9467140302399999
50,Vermont,All opioids,2010,"Rate per 100,000",6.83377,2.11448905612
50,Vermont,All opioids,2011,"Rate per 100,000",9.06641,2.4760936622800003
50,Vermont,All opioids,2012,"Rate per 100,000",8.64632,2.3726650130399998
50,Vermont,All opioids,2013,"Rate per 100,000",11.58693,2.8168917688799997
50,Vermont,All opioids,2014,"Rate per 100,000",10.97123,2.7707525594
50,Vermont,All opioids,2015,"Rate per 100,000",13.40243,3.0385466224400002
50,Vermont,All opioids,2016,"Rate per 100,000",18.42481,3.6912480158399998
50,Vermont,All opioids,2017,"Rate per 100,000",19.99713,3.79064463932
50,Vermont,All opioids,2018,"Rate per 100,000",22.77391,4.0627721878799994
50,Vermont,All opioids,2019,"Rate per 100,000",20.71897,3.8962518030799997
50,Vermont,All opioids,2020,"Rate per 100,000",27.42591,4.4002420302399994
50,Vermont,All opioids,2021,"Rate per 100,000",37.40703,5.0843904554799995
50,Vermont,All opioids,2022,"Rate per 100,000",40.94284,5.3138730237600003
50,Vermont,All opioids,2023,"Rate per 100,000",38.17928,5.0673042181999994
06,California,All opioids,1999,"Rate per 100,000",4.45052,0.22819184164
06,California,All opioids,2000,"Rate per 100,000",3.00885,0.18629443475999999
06,California,All opioids,2001,"Rate per 100,000",1.62557,0.13599911779999999
06,California,All opioids,2002,"Rate per 100,000",4.21703,0.21726182716
06,California,All opioids,2003,"Rate per 100,000",3.98987,0.20966976715999999
06,California,All opioids,2004,"Rate per 100,000",3.97865,0.20797508451999999
06,California,All opioids,2005,"Rate per 100,000",3.81984,0.20275754100000001
06,California,All opioids,2006,"Rate per 100,000",4.14905,0.2099234676
06,California,All opioids,2007,"Rate per 100,000",4.49438,0.2172958116
06,California,All opioids,2008,"Rate per 100,000",4.81746,0.22373979963999999
06,California,All opioids,2009,"Rate per 100,000",5.22915,0.23140660423999998
06,California,All opioids,2010,"Rate per 100,000",4.99996,0.22482264867999999
06,California,All opioids,2011,"Rate per 100,000",4.95766,0.22266410655999999
06,California,All opioids,2012,"Rate per 100,000",4.35442,0.20794081
06,California,All opioids,2013,"Rate per 100,000",4.86502,0.21856298492000001
06,California,All opioids,2014,"Rate per 100,000",4.95675,0.21874423592
06,California,All opioids,2015,"Rate per 100,000",4.91078,0.21735826699999999
06,California,All opioids,2016,"Rate per 100,000",4.86654,0.21604286396
06,California,All opioids,2017,"Rate per 100,000",5.27783,0.2243424134
06,California,All opioids,2018,"Rate per 100,000",5.82756,0.23640287356
06,California,All opioids,2019,"Rate per 100,000",7.91548,0.27713595223999998
06,California,All opioids,2020,"Rate per 100,000",13.69806,0.36717286032000002
06,California,All opioids,2021,"Rate per 100,000",17.80009,0.41769942591999998
06,California,All opioids,2022,"Rate per 100,000",18.40943,0.42692406595999999
06,California,All opioids,2023,"Rate per 100,000",19.70036,0.44103625804000002
08,Colorado,All opioids,1999,"Rate per 100,000",3.71072,0.57044256696000006
08,Colorado,All opioids,2000,"Rate per 100,000",3.88028,0.57867059403999999
08,Colorado,All opioids,2001,"Rate per 100,000",4.1779,0.5934192922
08,Colorado,All opioids,2002,"Rate per 100,000",4.22615,0.59378493607999994
08,Colorado,All opioids,2003,"Rate per 100,000",4.54372,0.61225655231999998
08,Colorado,All opioids,2004,"Rate per 100,000",4.75519,0.62529578355999993
08,Colorado,All opioids,2005,"Rate per 100,000",6.15868,0.70663389803999999
08,Colorado,All opioids,2006,"Rate per 100,000",6.66058,0.72678603200000003
08,Colorado,All opioids,2007,"Rate per 100,000",7.04905,0.74050652396000005
08,Colorado,All opioids,2008,"Rate per 100,000",6.99088,0.73309397448000002
08,Colorado,All opioids,2009,"Rate per 100,000",7.66582,0.76032207104000005
08,Colorado,All opioids,2010,"Rate per 100,000",5.87695,0.6667961454000001
08,Colorado,All opioids,2011,"Rate per 100,000",8.04706,0.77980735812000002
08,Colorado,All opioids,2012,"Rate per 100,000",7.67899,0.75476375604000001
08,Colorado,All opioids,2013,"Rate per 100,000",8.02733,0.76562392003999991
08,Colorado,All opioids,2014,"Rate per 100,000",9.36766,0.81904391016
08,Colorado,All opioids,2015,"Rate per 100,000",8.72337,0.78017017960000001
08,Colorado,All opioids,2016,"Rate per 100,000",9.48041,0.81517167731999995
08,Colorado,All opioids,2017,"Rate per 100,000",10.00775,0.82955222672000006
08,Colorado,All opioids,2018,"Rate per 100,000",9.45314,0.79331844171999999
08,Colorado,All opioids,2019,"Rate per 100,000",10.57499,0.83740374759999991
08,Colorado,All opioids,2020,"Rate per 100,000",16.43506,1.04541974712
08,Colorado,All opioids,2021,"Rate per 100,000",21.66093,1.1976280257199998
08,Colorado,All opioids,2022,"Rate per 100,000",19.4325,1.12407845144
08,Colorado,All opioids,2023,"Rate per 100,000",21.5582,1.1845324582000001
09,Connecticut,All opioids,1999,"Rate per 100,000",4.41684,0.70623580048000001
09,Connecticut,All opioids,2000,"Rate per 100,000",4.82011,0.73720108783999994
09,Connecticut,All opioids,2001,"Rate per 100,000",4.3229,0.69571723312
09,Connecticut,All opioids,2002,"Rate per 100,000",5.03139,0.75405283268000001
09,Connecticut,All opioids,2003,"Rate per 100,000",4.86247,0.73982169407999998
09,Connecticut,All opioids,2004,"Rate per 100,000",5.66574,0.80242914304000001
09,Connecticut,All opioids,2005,"Rate per 100,000",4.72108,0.72904469288000007
09,Connecticut,All opioids,2006,"Rate per 100,000",6.40245,0.84523545288000002
09,Connecticut,All opioids,2007,"Rate per 100,000",7.04855,0.89145963620000002
09,Connecticut,All opioids,2008,"Rate per 100,000",6.52617,0.85256943772000005
09,Connecticut,All opioids,2009,"Rate per 100,000",6.17419,0.83466497099999992
09,Connecticut,All opioids,2010,"Rate per 100,000",6.27336,0.83585986148000002
